"Tool Index (tool_index)","Preset Name (preset_name)","Type (tool_type)","Description (tool_description)","Diameter (tool_diameter)","Number (tool_number)","Unit (tool_unit)","Holder Description (holder_description)","Holder Product ID (holder_productId)","Holder Product Link (holder_productLink)","Holder Vendor (holder_vendor)","Abrasive Flow Rate (tool_abrasiveFlowRate)","Size (tool_adaptiveItemSize)","Orientation (tool_angle)","Tool Assembly Gauge Length (tool_assemblyGaugeLength)","Assist Gas (tool_assistGas)","Axial Distance (tool_axialDistance)","Bead Width (tool_beadWidth)","Tool Block Size (tool_block_adaptiveItemSize)","Tool Block Comment (tool_block_comment)","Tool Block Description (tool_block_description)","Tool Block Half Index (tool_block_isHalfIndex)","Tool Block Live (tool_block_live)","Tool Block Connection Type (tool_block_machineSideConnectionType)","Tool Block Maximum RPM (tool_block_maximumRotationalSpeed)","Tool Block Attachment points (tool_block_numberOfAttachmentPoints)","Tool Block Number of Tools (tool_block_numberOfTools)","Tool Block Orientation (tool_block_orientationType)","Tool Block Product ID (tool_block_productId)","Tool Block Product Link (tool_block_productLink)","Tool Block Station Number (tool_block_stationNumber)","Tool Block Vendor (tool_block_vendor)","Body Length (tool_bodyLength)","Break Control (tool_breakControl)","Chamfer Angle (tool_chamferAngle)","Chamfer Width (tool_chamferWidth)","Clamping (tool_clamping)","Clockwise Spindle Rotation (tool_clockwise)","Comment (tool_comment)","Compensation (tool_compensation)","Compensation Offset (tool_compensationOffset)","Coolant (tool_coolant)","Coolant Support (tool_coolantSupport)","Corner Radius (tool_cornerRadius)","Cross Section (tool_crossSection)","Cut Height (tool_cutHeight)","Cut Power (tool_cutPower)","Cutting Width (tool_cuttingWidth)","Auxiliary Gas Flow Rate (tool_depositingAuxiliaryGasFlowRate)","Carrier Gas Flow Rate (tool_depositingCarrierGasFlowRate)","Current (tool_depositingCurrent)","Power (tool_depositingPower)","Shield Gas Flow Rate (tool_depositingShieldGasFlowRate)","Voltage (tool_depositingVoltage)","Depth of Cut (tool_depthOfCut)","Diameter Offset (tool_diameterOffset)","End Angle (tool_endAngle)","End Cutting (tool_endCutting)","Cutting Feedrate (tool_feedCutting)","Cutting Feed per Revolution (tool_feedCuttingRel)","Depositing Feedrate (tool_feedDepositing)","Lead-In Feedrate (tool_feedEntry)","Lead-In Feed per Revolution (tool_feedEntryRel)","Lead-Out Feedrate (tool_feedExit)","Lead-Out Feed per Revolution (tool_feedExitRel)","Plunge Feed per Revolution (tool_feedPerRevolution)","Feed per Tooth (tool_feedPerTooth)","Plunge Feedrate (tool_feedPlunge)","Link Feedrate (tool_feedProbeLink)","Measure Feedrate (tool_feedProbeMeasure)","Ramp Feedrate (tool_feedRamp)","Retract Feedrate (tool_feedRetract)","Retract Feed per Revolution (tool_feedRetractPerRevolution)","Transition Feedrate (tool_feedTransition)","Wire Feedrate (tool_feedWire)","Flute Length (tool_fluteLength)","Use Opposite Edge (tool_grooveCompOppositeEdge)","Groove Width (tool_grooveWidth)","Hand (tool_hand)","Head Clearance (tool_headClearance)","Head Length (tool_headLength)","Tool Holder Gauge Length (tool_holderGaugeLength)","Head Length (tool_holderHeadLength)","Overall Length (tool_holderOverallLength)","Style (tool_holderType)","Angle (tool_insertAngle)","Insert size (tool_insertSize)","Size specified by (tool_insertSizeSpecificationMode)","Shape (tool_insertType)","Width (tool_insertWidth)","Internal Thread (tool_internalThread)","Half Index (tool_isHalfIndex)","Kerf Width (tool_kerfWidth)","Layer Thickness (tool_layerThickness)","Leading Angle (tool_leadingAngle)","Trailing edge length (tool_lengthNonCuttingEdge)","Length Offset (tool_lengthOffset)","Live Tool (tool_live)","Lower Radius (tool_lowerRadius)","Quality Control (tool_machineQualityControl)","Connection Type (tool_machineSideConnectionType)","Manual Tool Change (tool_manualToolChange)","Material (tool_material)","Maximum Diameter (tool_maximumCuttingDiameter)","Maximum RPM (tool_maximumRotationalSpeed)","Maximum Thread Pitch (tool_maximumThreadPitch)","Minimum Thread Pitch (tool_minimumThreadPitch)","Nozzle Diameter (tool_nozzleDiameter)","Attachment points (tool_numberOfAttachmentPoints)","Number of Flutes (tool_numberOfFlutes)","Number of Teeth (tool_numberOfTeeth)","Number of Tools (tool_numberOfTools)","Orientation (tool_orientationType)","Overall Length (tool_overallLength)","Pierce Height (tool_pierceHeight)","Pierce Power (tool_piercePower)","Pierce Time (tool_pierceTime)","Powder Flow Rate (tool_powderFlowRate)","Filter by Type (tool_presetMaterialCategory)","Maximum hardness (tool_presetMaterialMaximumHardness)","Minimum hardness (tool_presetMaterialMinimumHardness)","Filter by Search (tool_presetMaterialQuery)","Filter by hardness (tool_presetMaterialUseHardness)","Preset Program Number (tool_presetProgram)","Pressure (tool_pressure)","Product ID (tool_productId)","Product Link (tool_productLink)","Profile Radius (tool_profileRadius)","Ramp Angle (tool_rampAngle)","Ramp Spindle Speed (tool_rampSpindleSpeed)","Relief Angle (tool_reliefAngle)","Round Shank (tool_roundShank)","Flip (tool_shaftAxisAngle)","Shaft Diameter (tool_shaftDiameter)","Shank Height (tool_shankHeight)","Shank Width (tool_shankWidth)","Shoulder Diameter (tool_shoulderDiameter)","Shoulder Length (tool_shoulderLength)","Side Angle (tool_sideAngle)","Side Cutting (tool_sideCutting)","Spindle Speed (tool_spindleSpeed)","Stand-off Distance (tool_standoffDistance)","Station Number (tool_stationNumber)","Stepdown (tool_stepdown)","Stepover (tool_stepover)","Surface Speed (tool_surfaceSpeed)","Taper Angle (tool_taperAngle)","Tapered Type (tool_taperedType)","Thickness (tool_thickness)","Thread Pitch (tool_threadPitch)","Thread Profile Angle (tool_threadProfileAngle)","Thread Tip Radius (tool_threadTipRadius)","Thread Tip Type (tool_threadTipType)","Thread Tip Width (tool_threadTipWidth)","Tip Angle (tool_tipAngle)","Tip Diameter (tool_tipDiameter)","Tip Length (tool_tipLength)","Tip Offset (tool_tipOffset)","Tolerance (tool_tolerance)","Trailing Angle (tool_trailingAngle)","Turret (tool_turret)","Upper Radius (tool_upperRadius)","Use Constant Surface Speed (tool_useConstantSurfaceSpeed)","Use Feed per Revolution (tool_useFeedPerRevolution)","Vendor (tool_vendor)","Use Depth of Cut (use_tool_depthOfCut)","Use Preset Program Number (use_tool_presetProgram)","Use Stepdown (use_tool_stepdown)","Use Stepover (use_tool_stepover)","Shaft Segments (shaft_segments)","Holder Segments (holder_segments)","Tool Library Version (tool_library_version)","CSV_TOOLS_VERSION_1"
12,"Default preset","bull nose end mill","3/16"" 4F end mill",0.1875,22,"inches","","","","","","","",1.5,"","","","","","","","","","","","","","","","","",1.5,false,"","","",true,"","",22,"flood","no",0.008,"","","","","","","","","","","",22,"","",60,"","",60,"",60,"",0.0106667,0.002,80,"","",40,"","",60,"",0.625,"","","","","","","","","","","","","","","","","","","","",22,true,"","","",false,"carbide","","","","","","",4,"","","",2.5,"","","","","all","","","",false,"","","","","",4,7500,"","","",0.1875,"","",0.1875,1.5,"","",7500,"","",0.625,0.02,368.155,"","","","","","","","","","","","","","",0,"","","","Haas","","",true,true,"","",35
13,"Default preset","drill","1/2"" twist drill",0.5,52,"inches","","","","","","","",4,"","","","","","","","","","","","","","","","","",4,false,"","","",true,"","",52,"flood","no","","","","","","","","","","","","",52,"","","","","","","","","",0.008,"",8,"","","",40,0.04,"","",4,"","","","","","","","","","","","","","","","","","","","",52,true,"","","",false,"carbide","","","","","","",2,"","","",5.2,"","","","","all","","","",false,"","","","","",2,"","","","",0.5,"","","",4,"","",1000,"","","","",130.9,"","","","","","","","",135,"","","","","",0,"","",false,"","","",false,false,"","",35
14,"Default preset","drill","1/4"" 140 deg spot drill",0.25,50,"inches","","","","","","","",1.5,"","","","","","","","","","","","","","","","","",1.5,false,"","","",true,"","",50,"flood","no","","","","","","","","","","","","",50,"","","","","","","","","",0.005,"",20,"","","",40,0.01,"","",1,"","","","","","","","","","","","","","","","","","","","",50,true,"","","",false,"carbide","","","","","","",2,"","","",5.2,"","","","","all","","","",false,"","","","","",2,"","","","",0.25,"","","",1.5,"","",4000,"","","","",261.799,"","","","","","","","",140,"","","","","",0,"","",false,"","","",false,false,"","",35
15,"Default preset","bull nose end mill","1/8"" 4F end mill",0.125,21,"inches","","","","","","","",1.5,"","","","","","","","","","","","","","","","","",1.5,false,"","","",true,"","",21,"flood","no",0.008,"","","","","","","","","","","",21,"","",30,"","",30,"",30,"",0.0106667,0.001,80,"","",40,"","",30,"",0.1875,"","","","","","","","","","","","","","","","","","","","",21,true,"","","",false,"carbide","","","","","","",4,"","","",2.5,"","","","","all","","","",false,"","","","","",4,7500,"","","",0.125,"","",0.125,0.5,"","",7500,"","",0.18,0.01,245.437,"","","","","","","","","","","","","","",0,"","","","Haas","","",true,true,"","",35
16,"Default preset","chamfer mill","3/8"" 4F chamfer mill",0.375,13,"inches","","","","","","","",1.25,"","","","","","","","","","","","","","","","","",1.25,false,"","","",true,"","",13,"flood","no","","","","","","","","","","","","",13,"","",20,"","",20,"",20,"",0.016,0.001,80,"","",13.3333,"","",20,"",0.25,"","","","","","","","","","","","","","","","","","","","",13,true,"","","",false,"carbide","","","","","","",4,"","","",3,"","","","","all","","","",false,"","","","","",2,5000,"","","",0.375,"","",0.375,1.25,"","",5000,"","","","",490.874,45,"","","","","","","","",0.033,"","","","",0,"","","","","","",false,false,"","",35
17,"Default preset","drill","Random ~0.2"" twist drill",0.2,102,"inches","","","","","","","",3,"","","","","","","","","","","","","","","","","",3,false,"","","",true,"","",102,"flood","no","","","","","","","","","","","","",102,"","","","","","","","","",0.003,"",15,"","","",40,0.008,"","",2,"","","","","","","","","","","","","","","","","","","","",102,true,"","","",false,"hss","","","","","","",2,"","","",4,"","","","","all","","","",false,"","","","","",2,"","","","",0.2,"","","",3,"","",5000,"","","","",261.799,"","","","","","","","",135,"","","","","",0,"","",false,"","","",false,false,"","",35
18,"Default preset","drill","Random ~0.4"" twist drill",0.4,104,"inches","","","","","","","",3,"","","","","","","","","","","","","","","","","",3,false,"","","",true,"","",104,"flood","no","","","","","","","","","","","","",104,"","","","","","","","","",0.00333333,"",10,"","","",40,0.0133333,"","",2,"","","","","","","","","","","","","","","","","","","","",104,true,"","","",false,"hss","","","","","","",2,"","","",4,"","","","","all","","","",false,"","","","","",2,"","","","",0.4,"","","",3,"","",3000,"","","","",314.159,"","","","","","","","",135,"","","","","",0,"","",false,"","","",false,false,"","",35
19,"Default preset","chamfer mill","Haas 1F Indexable Chamfer Mill",0.835,14,"inches","","","","","","","",2,"","","","","","","","","","","","","","","","","",2,false,"","","",true,"","",14,"flood","no","","","","","","","","","","","","",14,"","",25,"","",25,"",25,"",0.04,0.005,200,"","",13.3333,"","",25,"",0.4,"","","","","","","","","","","","","","","","","","","","",14,true,"","","",false,"carbide","","","","","","",1,"","","",4.331,"","","","","all","","","",false,"","","","","",2,5000,"","","",0.75,"","",0.75,0.4,"","",5000,"","","","",1093.01,45,"","","","","","","","",0.032,"","","","",0,"","","","","","",false,false,"","",35
20,"Default preset","face mill","Haas HSPP 2"" Facemill, Aluminum",2,2,"inches","","","","","","","",2,"","","","","","","","","","","","","","","","","",2,false,"","","",true,"","",2,"flood","no",0,"","","","","","","","","","","",2,"","",75,"","",75,"",75,"",0.04,0.003,200,"","",13.3333,"","",75,"",0.236,"","","","","","","","","","","","","","","","","","","","",2,true,"","","",false,"carbide",2.472,"","","","","",5,"","","",4,"","","","","all","","","",false,"","","","","",2,5000,"","","",1.77,"","",2.472,0.236,"","",5000,"","",0.1,1.4,2617.99,45,"","","","","","","","","","","","","",0,0,"","","","","",true,true,"","",35
21,"Default preset","face mill","Haas HSPP 2"" Facemill, Steel",2,3,"inches","","","","","","","",2,"","","","","","","","","","","","","","","","","",2,false,"","","",true,"","",3,"flood","no",0,"","","","","","","","","","","",3,"","",30.5577,"","",30.5577,"",30.5577,"",0.1309,0.004,200,"","",13.3333,"","",30.5577,"",0.236,"","","","","","","","","","","","","","","","","","","","",3,true,"","","",false,"carbide",2.472,"","","","","",5,"","","",4,"","","","","all","","","",false,"","","","","",2,1527.89,"","","",1.77,"","",2.472,0.236,"","",1527.89,"","","","",800,45,"","","","","","","","","","","","","",0,0,"","","","","",false,false,"","",35
22,"Default preset","drill","0.264"" Twist Drill, Aluminum, DLC",0.264,53,"inches","","","","","","","",2.2,"","","","","","","","","","","","","","","","","",2.2,false,"","","",true,"","",53,"flood","no","","","","","","","","","","","","",53,"","","","","","","","","",0.006,"",30,"","","",80,0.016,"","",1.693,"","","","","","","","","","","","","","","","","","","","",53,true,"","","",false,"carbide","","","","","","",2,"","","",3.583,"","","","","all","","","",false,"","","03-0375","","",2,"","","","",0.264,"","","",2.087,"","",5000,"","","","",345.575,"","","","","","","","",118,"","","","","",0,"","",false,"Haas","","",false,false,"","",35
23,"Default preset","drill","0.3125"" Twist Drill, Aluminum, DLC",0.3125,54,"inches","","","","","","","",2.2,"","","","","","","","","","","","","","","","","",2.2,false,"","","",true,"","",54,"flood","no","","","","","","","","","","","","",54,"","","","","","","","","",0.008,"",40,"","","",80,0.016,"","",1.693,"","","","","","","","","","","","","","","","","","","","",54,true,"","","",false,"carbide","","","","","","",2,"","","",3.583,"","","","","all","","","",false,"","","03-0378","","",2,"","","","",0.3125,"","","",2.087,"","",5000,"","","","",409.062,"","","","","","","","",118,"","","","","",0,"","",false,"Haas","","",false,false,"","",35
